CASEID,WGT2011_2015,WGT2013_2017,WGT2015_2019,WGT2011_2017,WGT2013_2019,WGT2011_2019
50002,1137.9657276,,,789.19466854,,593.09392379
50004,1462.1003593,,,1044.0911562,,831.8113375
50005,3842.5861309,,,2581.6531374,,1950.0663392
50008,1536.542097,,,1104.014702,,728.5285764
50013,3286.3323323,,,2163.3483125,,1717.5159829
50015,2038.2524024,,,1372.8658687,,1082.485322
50018,3309.3550136,,,3167.9461293,,2265.9548166
50022,3593.1001443,,,2794.4221659,,2221.277085
50024,2608.760195,,,1824.3523518,,1505.0689172
50026,2808.3322925,,,1990.5607199,,1533.9139511
50028,2663.8371225,,,1863.0495427,,1536.9973682
50030,5331.3983194,,,3825.4806971,,2920.4180008
50031,6914.282165,,,4438.3719099,,3487.0725273
50034,4371.8406762,,,3126.4116463,,2479.6780362
50035,4013.1389166,,,2724.3771199,,2260.3864753
50036,3388.2041714,,,2168.7757593,,1743.3115209
50037,2594.4560054,,,1814.3021914,,1496.776686
50038,2756.387848,,,1854.113484,,1453.6672621
50041,1284.4126042,,,887.80736737,,693.77830403
50042,2473.5691944,,,1768.0239975,,1347.4744857
50043,8172.0155126,,,5294.1414895,,4172.9193976
50044,1738.1327007,,,1836.841943,,1257.8505775
50049,12631.59965,,,13469.564093,,9266.3403665
50050,4251.2173834,,,1605.275134,,884.70191205
50051,2981.5162859,,,2004.9799042,,1570.0291697
50052,2136.2523382,,,1525.1771388,,1161.8159532
50053,2868.7516758,,,2007.0230346,,1655.7876598
50054,6506.0821988,,,4366.9144822,,3391.7679817
50058,3293.2374165,,,2326.7690665,,1922.464857
50060,7833.5731664,,,7941.1716842,,5838.5756066
50062,7501.7627022,,,7573.7083796,,5094.7512457
50068,3477.0181274,,,2337.0329746,,1826.1387044
50069,2916.8942961,,,1867.3800911,,1500.710289
50071,6941.0310162,,,4658.3888586,,3616.5795362
50074,3313.0030264,,,2349.8399376,,1812.1759433
50075,8026.3783491,,,5183.5107552,,4141.4711688
50076,4723.889018,,,3504.6574238,,2620.2316886
50078,1369.2023083,,,980.62383422,,760.55845014
50080,10369.269864,,,6652.0976592,,5230.656468
50081,18347.956117,,,13196.581234,,10084.705745
50082,5887.2987076,,,4127.8619393,,3405.6588919
50085,1994.6424864,,,1343.6413426,,1059.944709
50086,2164.543322,,,1415.2868274,,1133.9005352
50088,2824.2015254,,,1904.1512208,,1317.8497005
50090,1619.9615338,,,1152.8752373,,905.29198502
50091,4060.5367356,,,2910.5405221,,2220.9382911
50094,2466.0888527,,,1746.9148196,,1345.21004
50095,3985.8967318,,,2680.2410083,,2091.2286085
50097,1449.2198223,,,1421.4491725,,1016.4982827
50100,9346.2982779,,,3517.3675779,,1869.7467867
50101,8167.0354296,,,8686.9353308,,6160.705149
50104,30732.680112,,,22112.801289,,16901.233411
50106,1177.6971851,,,945.1982674,,629.33714769
50107,3751.5403529,,,2000.3393041,,1477.8487021
50109,2586.7625098,,,1863.28597,,1442.7152608
50111,1979.0433739,,,1410.3168141,,1124.4359374
50112,16448.601968,,,11029.743839,,8530.7481001
50116,3347.0054628,,,2396.8430149,,1828.2120856
50118,1742.8714355,,,1179.9184859,,928.22405787
50122,3076.6057453,,,1994.8338676,,1738.6571909
50124,3015.2582618,,,1079.3968005,,603.76345404
50125,1478.6631036,,,997.86555746,,793.25096817
50126,2180.5085647,,,2229.6790434,,1131.7795731
50127,7702.9994689,,,5532.8839255,,4225.742597
50128,2505.9597765,,,1752.1245135,,1445.4748499
50129,2088.8140403,,,1400.3388908,,1105.1314904
50130,5067.327467,,,3598.196023,,2872.6129539
50131,4399.7500477,,,3125.2541848,,2494.7191249
50133,1390.0990643,,,968.11790841,,798.60317997
50134,2279.0555476,,,2353.003822,,1669.2514109
50135,3647.2698752,,,2451.1246102,,1914.1365528
50136,8655.3838342,,,6072.7256656,,5010.3357381
50137,1636.5774461,,,1141.2942532,,941.48829164
50139,12152.879358,,,8530.0750122,,7037.856508
50140,2444.8017983,,,1744.4173107,,1377.193889
50141,3224.1533991,,,2536.4108596,,1679.8260699
50142,5057.8480234,,,3396.4022374,,2643.2206509
50143,5667.0111574,,,3973.0873403,,3277.9567747
50144,9777.542336,,,3269.5216846,,1597.9153589
50145,2425.8479928,,,1615.0830687,,1277.4832343
50146,2831.5964604,,,1980.9176847,,1634.2485411
50150,7189.3668191,,,4650.2014207,,3713.4418983
50151,1046.0469953,,,576.3166,,571.88337903
50152,3370.8530977,,,2408.5438444,,1906.9999499
50153,11131.281502,,,7974.0091908,,6346.8425442
50155,1403.0936137,,,997.34633719,,781.21901134
50156,1778.5516502,,,1266.6096539,,996.02346492
50157,2981.3702377,,,2133.6087168,,1626.9671786
50158,3425.9160735,,,2299.9419686,,1736.7367078
50159,11159.779146,,,7485.519158,,5797.1196074
50161,16369.348553,,,7984.9305989,,5621.0243861
50163,3229.2546814,,,2066.9317783,,1832.1398298
50164,3246.2385787,,,2324.2972146,,1772.7501912
50166,2800.9447437,,,1985.3014636,,1529.8406536
50167,3027.5736949,,,1083.3202443,,592.6285483
50169,3277.2138374,,,2346.597447,,1789.7989126
50172,1837.0755474,,,1161.2064814,,880.41741619
50175,5818.8378284,,,3906.368054,,3036.5526803
50177,3094.7441159,,,1991.0666037,,1559.5156783
50178,39574.78,,,29126.12613,,21350.08
50181,6031.8194871,,,3912.6598514,,3121.4976749
50182,9135.2682514,,,6564.027102,,5014.0605105
50185,9012.5056606,,,3031.8292603,,1445.138937
50187,5703.8903591,,,3029.1339043,,2232.375317
50189,16376.163871,,,10500.914817,,8262.0779476
50191,14440.735016,,,9270.4751077,,7421.6319631
50193,1093.5419861,,,769.7874942,,588.42427899
50198,5036.4765839,,,2690.7303978,,1830.1961367
50199,3104.6870281,,,2233.5087969,,1914.2422917
50200,6140.9865665,,,4122.2511621,,3203.0613721
50201,6377.858911,,,4472.5307994,,3690.0398137
50205,6849.0402298,,,4918.0871406,,3755.7251157
50206,3831.6065016,,,2658.1064783,,1984.9078405
50207,7982.1519121,,,5122.5916414,,4025.9805362
50208,1927.9637231,,,1025.9510535,,699.59677202
50211,1658.2851329,,,1045.1211506,,790.37279357
50212,3234.7319167,,,1775.8536216,,1259.9884718
50215,22879.538501,,,14667.843653,,11544.051879
50219,1641.0393714,,,1107.9775081,,866.62674537
50223,1564.6005694,,,1002.6083288,,804.63294944
50224,1809.3095894,,,1143.178555,,866.43358365
50225,4614.3132469,,,2964.7051825,,2326.3769711
50226,1606.9382251,,,1120.4696602,,924.30624354
50227,7957.9589979,,,5135.3836289,,3963.0918518
50228,5249.1951188,,,3793.3987069,,2934.3840381
50229,1824.6314364,,,1158.0332562,,1050.5044057
50230,19181.250109,,,10131.054611,,7440.9837111
50236,8868.9692678,,,4223.4015903,,2952.7790814
50237,4619.8036583,,,3107.1309205,,2347.9915697
50238,12637.475709,,,12718.330429,,8809.6242107
50239,4191.510558,,,2740.090663,,2180.4042009
50244,7928.2573871,,,5625.0073208,,4492.0921799
50245,880.5852,,,576.3166,,394.0221
50247,1608.3134832,,,1208.5486858,,870.83639843
50255,2627.4916113,,,1837.5130931,,1515.9276404
50259,8415.0014489,,,5696.2422909,,4711.9278443
50260,5140.0074771,,,3565.9060849,,2660.9633501
50261,2681.3295575,,,1917.0956824,,1563.4216397
50262,2059.7456514,,,1381.8177085,,1090.2665562
50263,2028.5579703,,,1327.4849369,,1065.1091974
50265,4130.3180522,,,2960.7786683,,2259.3457902
50269,3169.2260101,,,2198.5311945,,1642.6534482
50270,4355.0681589,,,2842.2040858,,2383.0478057
50271,1994.6683662,,,1421.5998208,,1119.6666649
50272,10580.797457,,,7425.5262271,,6126.5104651
50274,12939.992593,,,9303.1886283,,7108.1732859
50276,3735.5153789,,,2509.2624624,,1895.2475115
50278,2109.4380573,,,1493.0122052,,1148.5622969
50279,2907.469393,,,2798.8473651,,1992.965806
50280,2654.1927888,,,1880.8275482,,1448.925537
50281,2929.476337,,,2092.006285,,1654.482532
50283,1908.0533293,,,1582.2183361,,1067.1166446
50284,3394.1156839,,,2425.2268302,,1920.3087797
50285,9618.5916347,,,6749.4779425,,5568.7135281
50292,8682.1833138,,,5601.3627164,,4476.8353909
50295,2427.8046608,,,1748.050539,,1353.6566835
50296,3650.9159663,,,2902.7468644,,2346.677659
50297,3292.5295498,,,2237.8662705,,911.44041091
50301,8006.8746068,,,5751.6548564,,4392.9948736
50302,3685.8124442,,,2634.4199478,,2087.1923116
50303,2589.8151645,,,1742.4873177,,1367.571008
50309,2869.7650983,,,2007.7350679,,1656.3751473
50311,3450.2057999,,,2208.5823115,,1692.8418694
50314,3206.9298446,,,2386.6928056,,1422.0956094
50317,7145.366157,,,5397.6641,,4487.6756194
50318,3038.7154653,,,2107.9798854,,1575.2181783
50319,8657.7634233,,,5585.8033662,,4464.3475965
50321,1405.1557437,,,998.82521343,,782.3987829
50323,3786.0404598,,,2651.5124925,,2187.545899
50325,2300.3474624,,,1548.504912,,1217.9541301
50327,1558.0814309,,,1108.4973305,,869.88956879
50329,4285.5151643,,,2108.92591,,1491.891199
50330,3785.4408723,,,2712.4888534,,2069.5260704
50332,3093.4218907,,,2214.2788388,,1688.6401875
50334,2159.2317729,,,1528.4607581,,1176.0172245
50335,2271.071826,,,1516.4660586,,1198.3341098
50336,3132.6367178,,,2065.4197859,,1638.9194291
50337,1434.1908487,,,576.3166,,394.0221
50338,3645.4393623,,,2343.9153989,,1837.4279233
50341,7205.0388824,,,4626.3523519,,3322.8208433
50342,1900.9696283,,,1298.3711287,,874.58394737
50343,6188.8400408,,,4867.2489458,,4276.8663873
50345,1605.8457883,,,1631.6070622,,1091.9193078
50350,4803.6853436,,,3445.5606424,,2629.9658195
50353,1416.5493242,,,1029.4525954,,673.61166733
50354,2123.5309481,,,1503.0450493,,1156.3327412
50356,3076.5398735,,,2153.0155565,,1776.2438215
50359,2662.1800906,,,1713.9084184,,1341.2191883
50363,6249.0384252,,,4051.0628281,,3232.5786579
50368,1645.6605782,,,1236.0726505,,891.80678778
50370,5367.4277507,,,3453.3992935,,2658.4167155
50374,7125.6336426,,,5117.2169504,,3907.9615847
50375,8541.4916239,,,6180.1270684,,4778.943741
50376,2134.976705,,,1232.536502,,1098.2273773
50377,2943.2063913,,,967.70863962,,535.03875311
50378,14040.40733,,,9415.9285984,,7286.0269774
50379,2953.943645,,,2066.8791312,,1705.1739951
50383,1954.4232467,,,1382.6558953,,1063.0912618
50384,1825.3320033,,,1290.7547848,,991.91379071
50386,5578.7081089,,,1974.2678436,,979.53174666
50387,7992.3445535,,,5741.1941346,,4384.9975609
50388,8429.5675118,,,5440.4063133,,4347.6532308
50389,3507.57142,,,2255.5788141,,1767.8518926
50392,1651.362196,,,1151.6820564,,950.0591067
50394,2438.6496835,,,1704.8322691,,1406.4547538
50397,6108.9798352,,,4283.6156695,,3534.1688749
50399,3590.32079,,,2412.9610415,,1884.7013368
50401,4299.3052138,,,3082.438765,,2352.3559907
50403,3662.373777,,,2540.6888031,,1897.4646805
50406,13817.758021,,,10387.518429,,7302.6797388
50409,2154.7775592,,,1380.0177521,,1108.4196348
50410,1835.9135517,,,1376.2847911,,998.63380967
50412,39574.78,,,29365.5,,21350.08
50413,5130.3868795,,,2840.2687916,,1953.0260236
50416,9391.4357378,,,6748.4515334,,5155.0545899
50419,39574.78,,,29365.5,,21350.08
50420,4357.186787,,,3411.7953105,,2342.5171579
50423,2837.1591628,,,1901.882654,,1435.3008534
50424,1555.7853383,,,1115.8859556,,865.09445953
50426,4741.3796383,,,3391.4300423,,2691.0961099
50427,12184.004677,,,8171.8884176,,6326.5100195
50431,1716.5609146,,,994.65694176,,633.29183557
50432,5746.7459207,,,4112.4380735,,3266.27931
50433,1549.4746283,,,1045.3188305,,829.85124919
50438,5657.4163538,,,4048.3745214,,3215.1726963
50439,2532.6767578,,,2556.4766989,,1760.1713396
50440,6414.0149317,,,5951.7118596,,4197.546827
50441,2128.9904487,,,1372.2760475,,1072.1412703
50442,16207.873021,,,12969.485267,,10706.11911
50446,1683.5290492,,,1135.1533747,,899.13982189
50448,9409.6659475,,,3225.6104665,,1717.8072097
50449,7578.0364526,,,5315.7786256,,4385.7904949
50451,3084.7847684,,,2076.0313564,,1620.6228446
50452,1281.4597883,,,903.56771248,,692.03714669
50454,2594.8320361,,,1814.5663915,,1496.9946735
50459,6244.0827422,,,4378.5393193,,3612.4889037
50461,23085.827201,,,12453.155551,,8831.3693112
50463,12910.154375,,,8257.9215531,,6644.6237388
50466,2144.5230673,,,1517.9895104,,1167.9072363
50469,6701.7704278,,,4302.2085583,,3379.8269784
50471,3048.8390346,,,2050.0952268,,1604.8262106
50473,15403.435742,,,12421.453872,,10108.95411
50476,4313.6339561,,,3278.7270417,,2303.6170632
50477,34902.983827,,,22371.665729,,17611.768469
50478,1864.5576357,,,1329.2099733,,509.47440515
50479,39574.78,,,29365.5,,21350.08
50480,5199.8276179,,,3382.5488383,,2696.0353483
50481,1760.5801746,,,1111.5394415,,841.89187782
50482,4297.8088514,,,2819.8335899,,1992.2733149
50484,1473.4161197,,,969.04556558,,784.27784247
50486,6733.7688872,,,4340.5394856,,3346.5502057
50490,6291.8620648,,,3338.9667283,,2459.6093168
50492,3150.8354163,,,2016.9819644,,1621.1287375
50493,3677.8824236,,,2412.8279327,,1917.74608
50494,1724.4901832,,,1104.8553632,,886.9342534
50495,5465.1447087,,,3880.0276312,,3097.8043346
50497,8516.3780894,,,5975.0598719,,4929.753209
50498,3941.9302913,,,2648.5868347,,2066.4373835
50499,3974.9982214,,,2042.9739876,,1278.6172957
50502,4273.3454963,,,2872.9798965,,2241.3487388
50506,3693.4440426,,,2422.7431565,,1925.7039493
50507,7226.4750465,,,6003.4258496,,4823.1919592
50508,2390.3879859,,,1670.9234763,,1378.4771356
50509,2822.8302472,,,2015.5240232,,1593.4689091
50510,2332.7838353,,,1493.850123,,1200.0462783
50511,3015.1255178,,,1990.5464805,,1578.8267882
50513,1694.5313595,,,1111.8134139,,896.13410467
50514,4648.2105893,,,3224.6857483,,2406.8501219
50515,3636.7991212,,,2386.6513415,,1896.7369835
50517,3427.9235255,,,2549.5601526,,1892.5472196
50519,11227.44722,,,10577.901557,,7436.3902877
50520,4251.972555,,,3048.3622364,,2326.3041886
50522,1660.5140267,,,1295.3750915,,856.38989121
50523,2599.7098018,,,1817.9935223,,1499.8223458
50524,2956.7547227,,,2202.3193962,,1627.9859931
50525,4942.3668056,,,1753.5135047,,872.89395756
50526,6205.1256981,,,4454.5092955,,3401.3158271
50527,9575.3848272,,,6170.4739982,,4933.598982
50528,2423.5576501,,,2047.4956127,,1389.6876664
50529,1705.9445911,,,1427.5766133,,997.50659861
50530,2680.5374505,,,1795.9905103,,1355.1125808
50531,2487.0909251,,,1673.6482211,,1314.4760344
50532,1961.4831573,,,1409.9938797,,1092.3928961
50535,8242.9675897,,,9090.3811774,,4596.1938858
50538,4129.5797865,,,2700.6309216,,2148.7341677
50540,880.5852,,,590.97154322,,459.41948278
50543,14138.371146,,,10024.53093,,8007.435269
50544,2298.4917049,,,1537.6888838,,1159.5101451
50546,8353.1688057,,,6509.9016761,,5172.7306884
50547,1791.558876,,,1341.8867052,,1077.9977407
50549,3919.0673468,,,2519.2379666,,1975.5162179
50554,3654.6760079,,,2454.6068583,,1853.8588086
50555,7570.8491768,,,5080.4519801,,3942.1130107
50556,6354.8948788,,,4562.3336583,,3483.7484889
50559,1766.8261187,,,1131.9285654,,908.72617979
50560,2591.9359269,,,1812.5315778,,1495.3157802
50561,2999.888704,,,1729.3317671,,1466.0476475
50562,9959.744125,,,8183.8913815,,5928.4254799
50563,3508.1319578,,,2246.1927014,,1722.0153519
50568,880.5852,,,576.3166,,394.0221
50570,3231.2054979,,,2261.6840218,,1865.904484
50572,3165.82513,,,2266.404604,,1728.4907877
50573,1848.5797097,,,1491.8607745,,1025.3091297
50576,1555.6785668,,,1079.0137364,,808.92765649
50582,4559.5104839,,,3163.1435129,,2361.0184571
50585,10272.829128,,,6650.5773458,,5235.6645922
50587,9134.0488215,,,5860.6503758,,4607.2934459
50588,2854.996261,,,1920.1944217,,1504.6348926
50589,19902.844858,,,13440.014991,,10172.709204
50590,6992.5827158,,,4962.1333435,,3962.4372303
50591,19305.186177,,,12369.903394,,9909.205201
50594,4874.9957857,,,3496.8996625,,2669.2149462
50596,3138.8275919,,,2112.267914,,796.22618869
50597,1372.1248345,,,982.74250008,,762.19584035
50599,35191.800292,,,22016.998787,,16131.479197
50602,3038.4379537,,,1941.2290156,,1485.4622937
50603,1442.6236762,,,1005.0218357,,829.05203708
50606,1423.5975432,,,987.37279184,,740.68091454
50608,1976.1419583,,,1420.6206796,,1100.6057147
50609,10754.900279,,,7214.1957042,,5587.8502776
50610,2609.8972942,,,1732.3517167,,1371.6019953
50611,8907.4981726,,,5684.2406568,,4101.9827867
50615,6552.0574835,,,6282.1199001,,3387.5359337
50619,2119.1661864,,,1499.9377398,,1153.926128
50624,2171.2640347,,,1390.5606085,,1116.9058548
50625,3659.7535842,,,2680.4162866,,2266.9308996
50626,7917.6882684,,,5316.5686706,,4144.6069173
50627,4129.2682364,,,2892.6652106,,2386.5172604
50629,19439.358414,,,13932.225895,,11100.002013
50630,1869.5819671,,,1343.3707257,,1040.9038423
50634,2427.8046608,,,1748.050539,,1353.6566835
50635,12101.837738,,,8670.0528651,,6902.1104616
50639,4567.0708515,,,2247.3948716,,1557.2485378
50641,2725.5981912,,,2304.5382809,,1563.7454591
50645,1037.3869143,,,743.20506927,,591.39489236
50646,2054.2866431,,,1315.7553031,,513.99085129
50647,5602.8119751,,,1903.7382221,,1044.836123
50648,5801.7573219,,,3894.9218108,,1521.1367892
50654,3321.9331981,,,2229.6390111,,1683.4988327
50655,6387.9987556,,,4538.9545141,,3507.6466333
50656,5711.7197331,,,4128.7028368,,3193.5205599
50657,1835.716513,,,1595.7022907,,1026.0055239
50658,2607.2734138,,,941.80719705,,476.30489278
50661,5420.0679704,,,3799.5844222,,3134.8022125
50662,1841.544624,,,1258.2510433,,1050.9545118
50663,2398.3906677,,,1711.1331251,,1350.6414741
50664,1629.0773186,,,1136.0246442,,937.14041919
50669,2244.7514144,,,1568.5988468,,1294.0506735
50670,7226.3261196,,,4849.5750603,,3764.0397272
50671,3588.3215719,,,2589.3595224,,2003.8541142
50674,1960.6382941,,,1520.2013537,,1209.0783641
50676,2323.1406375,,,1476.7996124,,1125.2154816
50678,6256.5572609,,,4199.6991162,,3262.7962798
50679,4944.0407583,,,3546.6076874,,2707.217163
50680,4176.4442295,,,2993.9866063,,2284.7335472
50681,880.5852,,,576.3166,,460.84317708
50683,4644.1979616,,,3868.8644339,,2618.8577916
50684,19462.34152,,,13665.721918,,11275.198986
50687,1947.0078473,,,1903.5606182,,1352.2550757
50688,2518.7238758,,,1792.6507297,,1429.9314881
50690,880.5852,,,576.3166,,394.0221
50692,2626.8814308,,,1788.4618544,,1488.3342928
50696,1180.2594231,,,779.76258882,,635.97774184
50697,1864.9471003,,,1257.7000806,,990.6508655
50698,1980.173812,,,1331.1178039,,1049.5752692
50699,2280.0207334,,,1703.5817445,,1247.9999391
50700,4201.5367585,,,4020.8513419,,2071.2363868
50704,1226.0649154,,,812.61973398,,610.44162522
50706,3556.4332097,,,1724.4341599,,1182.5072733
50715,10816.281497,,,7296.5776619,,5520.5073525
50718,5629.7751563,,,4028.5513727,,3199.3588057
50719,12998.544786,,,6315.5567477,,4309.6489939
50720,3795.5982142,,,2487.8315948,,1977.9433439
50721,4172.1312824,,,2894.3706419,,2160.8582246
50722,1866.159631,,,1302.5992865,,1074.5785687
50723,5881.1145616,,,4357.506489,,3270.013693
50726,2870.1809462,,,1924.2087249,,702.16302711
50727,4918.7516566,,,3528.4011294,,2693.2980913
50731,2252.5432001,,,1620.9959137,,1005.7534003
50732,2160.3463169,,,1529.254211,,1176.6317544
50733,4816.9383144,,,3138.587516,,2500.2341875
50735,6683.3703374,,,4230.4194547,,3867.146763
50737,2818.9518527,,,2012.7425955,,1591.2500289
50738,3061.4798158,,,2191.2825598,,1671.0593325
50740,2149.2286964,,,1501.4843395,,1238.6755362
50741,1671.4670945,,,1199.7486721,,929.90694087
50747,1816.1024808,,,576.3166,,394.0221
50748,5091.1237662,,,3418.7014736,,2660.4198504
50749,2297.1024998,,,1500.8765345,,968.49802964
50753,2166.2311252,,,1619.7213756,,1184.1070877
50755,7519.0587854,,,5698.3031265,,4596.883985
50756,9949.1570513,,,6981.734054,,5760.3444375
50757,2101.4282487,,,2053.1179382,,1101.9723145
50759,1432.6653831,,,982.2679429,,769.59151152
50761,13440.265297,,,7802.8159258,,6780.4559997
50762,12370.707119,,,8862.875109,,7055.9341508
50764,3079.1185145,,,3164.8943645,,2106.9130928
50765,4488.585778,,,2938.3801424,,2079.5858996
50769,5045.4620037,,,3421.3377826,,2835.3210026
50770,15829.351494,,,10614.762493,,8210.6767348
50772,6904.7105058,,,4958.1662276,,3786.3659258
50776,4575.0227181,,,3249.4252196,,2593.9352737
50780,3013.6449168,,,1939.1036444,,1518.5883948
50782,5415.2177673,,,3635.8881702,,2827.9339883
50785,4454.8590801,,,2621.2916609,,2245.9072997
50786,5690.9392708,,,3831.3271039,,2896.3990238
50789,22052.124295,,,13852.157697,,10117.86375
50790,9336.8699773,,,4548.8092045,,3114.3187952
50791,9140.5554452,,,5864.8193864,,4610.5770595
50792,9980.9945952,,,6428.9118664,,5141.0188882
50793,1819.2900029,,,1165.4784405,,935.73134902
50796,2184.1448717,,,1555.6199304,,1240.5372136
50801,4091.1275736,,,2865.8674829,,2364.4068715
50802,1721.1387638,,,1085.9308582,,822.02791049
50805,3497.8137271,,,2449.0036491,,2020.4589984
50806,1552.7976624,,,1638.9296516,,841.64561875
50807,2155.1811752,,,1389.0573187,,1085.3586054
50808,10639.193237,,,6848.2889801,,5477.607184
50809,4156.9281517,,,3782.4257907,,2678.8071171
50811,32823.701153,,,20983.345345,,16822.276164
50812,3490.8936233,,,2244.892794,,1759.4353247
50813,23186.579695,,,14096.083634,,10161.920817
50815,1610.6706335,,,1146.7914648,,872.53681938
50817,4798.8201603,,,3127.043373,,2490.9689623
50820,2109.2298243,,,1420.4303153,,1119.1713502
50821,2104.0868204,,,2227.6305334,,1145.6117675
50822,4211.111324,,,2828.9744355,,2205.5687111
50824,5492.1062596,,,3941.1802767,,3008.8713342
50825,9495.4693799,,,7214.9691995,,4979.669561
50829,2485.0545181,,,1372.6248919,,974.05497491
50831,4203.3364726,,,3092.9091583,,2169.6368848
50833,1733.0774214,,,1244.412667,,964.42507312
50835,4516.7463654,,,3133.472754,,2338.9220826
50836,1049.3028349,,,738.2932811,,564.03199008
50837,7298.8877466,,,4898.2011379,,3801.5445818
50838,8817.8458977,,,4778.8412565,,3389.4368278
50841,1417.8654384,,,576.3166,,394.0221
50842,1656.6473606,,,1087.3527887,,876.96960693
50843,3356.0978316,,,1790.6914709,,1269.8407787
50844,39574.78,,,29365.5,,21350.08
50845,7613.981611,,,5634.5903309,,4243.018334
50852,2963.5689395,,,2829.0450355,,1381.6337721
50855,2814.680395,,,1811.6204452,,1418.1795438
50857,1912.9948276,,,1326.9282267,,993.55425896
50858,2531.8654554,,,1705.2903172,,1331.8607083
50859,2619.5769813,,,1539.9172332,,1364.0898445
50860,5725.3460762,,,2063.3296447,,1192.8865514
50863,5062.4760696,,,3239.4477822,,2605.1233489
50864,7344.8142989,,,5275.0131971,,4028.5981857
50867,2547.3583208,,,1732.1240892,,1191.1472939
50869,12055.669042,,,7640.4772395,,5542.8013405
50870,4227.6114694,,,2763.0926795,,2198.8654123
50872,2446.1336279,,,1826.0031925,,1341.2723095
50873,15893.790047,,,11158.44848,,9206.4866231
50875,8960.5097503,,,6011.7120108,,4660.3854631
50876,2003.2859994,,,963.72300663,,648.27013812
50878,3039.9481319,,,2476.4829351,,1802.3621287
50882,3484.0196103,,,2439.3118672,,2012.4624597
50887,2666.5101161,,,1849.7349926,,1382.8983301
50888,880.5852,,,621.90552412,,473.88959518
50894,4415.548685,,,3277.4175688,,2447.0986285
50895,2037.1979818,,,1226.8715512,,1025.7311691
50896,2910.7855748,,,2078.6020264,,1643.7893025
50897,3689.4104758,,,3546.1784297,,2526.1224142
50898,7353.6331989,,,4719.8787578,,3708.7941291
50899,4899.2475217,,,5212.4771351,,2686.7888812
50901,9579.5345516,,,6426.5421258,,4980.3401849
50904,4272.6006658,,,3055.240725,,2422.9015282
50905,5767.8177056,,,4139.6751261,,3160.6223704
50906,1959.315381,,,1448.0622378,,968.42201705
50907,4301.2298061,,,2821.9593312,,1993.838978
50909,2620.4739586,,,1739.0907325,,1377.0106687
50910,3279.1944408,,,2325.7713293,,1793.5347902
50912,8253.3483357,,,5790.2544907,,4777.27316
50918,4564.1386605,,,3431.4299551,,2839.5569856
50919,2895.0125651,,,2052.269114,,1581.7071433
50920,5276.8522166,,,3786.2109439,,2890.3959334
50921,1218.0130495,,,807.17585695,,606.31917496
50922,6705.929392,,,4800.3256607,,3815.0407197
50924,1172.5667781,,,729.75314839,,545.74935526
50926,3032.2863767,,,2394.5193249,,1638.4630914
50928,5999.3020116,,,2171.321435,,1092.6625599
50930,9780.1695943,,,6936.9851353,,5540.3993498
50931,11904.639262,,,4349.6374313,,2344.2428325
50934,1410.4129301,,,978.22499474,,733.8683773
50936,3301.0595771,,,2200.4652407,,1536.0925968
50937,5723.9712586,,,3842.794656,,2987.5190925
50943,3214.0379836,,,2067.50216,,1619.7181711
50944,5385.2973343,,,3157.8381758,,2376.9361816
50945,1189.7726882,,,740.92462961,,554.41480683
50948,3987.7183417,,,2563.2249467,,2010.1614273
50950,1980.7207699,,,1413.2042205,,1076.2116848
50952,2028.6925488,,,1736.978586,,1246.7682824
50953,2222.4819708,,,1552.9522784,,1281.140933
50955,6020.472916,,,4044.4561314,,3153.7861132
50956,7303.0899064,,,5282.3560149,,4085.1101508
50959,1205.9208913,,,815.09148597,,652.27897726
50960,3674.5028937,,,2469.374406,,1928.2124554
50961,2453.8251586,,,830.04096004,,436.49595976
50962,1918.6368239,,,1214.1627194,,921.49430711
50963,2750.1049579,,,1849.9031002,,1450.4198311
50964,3365.9996809,,,2154.5763173,,1731.8820198
50967,1295.5191221,,,1041.1629027,,691.95556863
50968,1987.9703411,,,1336.0854317,,1053.5622426
50971,3678.0213369,,,1329.9229746,,670.8680201
50974,4720.2531279,,,3033.2007033,,2332.4786902
50975,3958.7304337,,,2591.7727382,,2061.3655698
50978,2245.7816195,,,1513.466635,,1182.453412
50979,1890.6974683,,,1081.1720289,,780.15665185
50980,7191.9364883,,,5164.950817,,3944.4545402
50982,31643.589226,,,23003.034693,,19248.138809
50986,11950.281744,,,8015.2625263,,6205.7058839
50987,3886.8303888,,,2722.3277557,,2245.9744725
50989,6900.530219,,,3391.6655959,,2415.8907615
50991,1556.9526497,,,1050.3301136,,833.71640654
50993,3245.2712236,,,2562.1654568,,1752.8724758
50994,1911.8308677,,,1362.1921177,,1072.2742485
50996,6381.4057424,,,4076.7446731,,3100.0654663
50998,2270.9591424,,,1622.1575406,,1235.9583127
51000,2349.0339028,,,1513.265221,,1183.1877533
51001,8965.9316203,,,6019.4322175,,4692.0520555
51003,5046.79804,,,3241.812601,,2544.633476
51004,4026.3649971,,,2857.6881514,,2205.5047214
51005,4317.6015625,,,2774.592119,,2176.6393242
51007,8109.4927935,,,5689.181217,,4693.8791721
51009,3859.4932373,,,2758.9767873,,2186.557365
51010,3054.9029141,,,2374.3314228,,1887.5709418
51017,3156.021941,,,2017.5741378,,1544.6813843
51018,4785.9897606,,,4989.8415352,,3413.7967175
51019,2374.4760734,,,1647.1148524,,998.33043644
51026,8750.7056173,,,6071.0940301,,4526.6241201
