CASEID,WGT2011_2015,WGT2013_2017,WGT2015_2019,WGT2011_2017,WGT2013_2019,WGT2011_2019
65689,2532.0109916,2358.8322176,,2486.3692448,1397.3964062,1408.7087175
65690,2567.7661914,3932.1017429,,2255.0822555,2231.4218296,1609.4980432
65691,2226.8494064,4474.4329937,,2274.2616096,2583.9260193,1678.7456254
65692,1661.9496254,889.3455,,576.3166,573.2638,459.15368687
65693,1381.0067204,1403.2897775,,989.18136387,1005.4331524,767.17205334
65694,1961.1194179,3574.0663205,,1894.6794111,1686.0476265,1181.5303895
65696,13160.393059,13786.627105,,9461.8630605,9452.3053132,7229.4812673
65699,1076.6168881,1026.9263619,,712.84353908,775.02500592,583.54776648
65700,4318.7846014,4611.169834,,2903.6115438,2996.2959555,2193.8737412
65701,3086.6852809,2873.9790759,,2075.4573168,2078.4476607,1624.3877616
65703,6687.0042259,6209.9343439,,4335.3117571,2338.8448964,1797.8345105
65704,1715.7890051,1989.9586968,,1223.8155912,1382.13873,975.41621532
65706,9022.443252,8090.6964762,,5789.1409684,3224.8163663,2532.4869805
65710,12284.326533,12842.352799,,8622.4301351,5147.7612244,3746.5677939
65712,4065.5211486,2198.4340149,,2134.8636799,2130.7092026,2105.7723834
65713,17363.287259,18228.175252,,12487.681768,12492.740589,9542.7459475
65714,1407.4917162,2633.3464139,,1381.035188,1449.2369012,988.35277824
65716,7418.588653,4042.2170329,,2823.4529124,1942.9034626,1516.0775946
65717,880.5852,889.3455,,576.3166,573.2638,482.55895658
65718,1811.2021628,3670.4572553,,1849.7155372,1388.2560489,1014.7032502
65720,2911.502173,3132.8110658,,1952.1460602,2015.2326478,1473.3635044
65721,2799.1840414,3014.8201839,,1876.207625,979.68111253,712.83615002
65724,4670.0623512,4346.6359286,,3033.0295084,3116.115294,2401.3753313
65725,2984.5317633,3052.9035005,,2115.9985624,2137.7266872,1631.0656433
65730,14489.252839,11234.583641,,9443.2710699,8046.8227936,6953.5031523
65731,1978.2132871,2021.8473196,,1422.1222756,1086.0430467,882.79536123
65732,880.5852,889.3455,,576.3166,573.2638,430.14165876
65733,1535.3993547,1680.2860184,,1092.230663,1171.4592989,856.91285631
65734,9975.9328783,10826.315743,,7145.4398912,7806.2004352,5685.852485
65735,6594.206591,6900.1722658,,4624.5372355,5242.197618,3815.4579627
65736,9268.663033,9693.1016187,,6503.6172073,7367.5249053,5365.857655
65738,2214.0200897,2415.6288017,,1578.9100043,1704.8939324,1245.160655
65739,17652.4878,19144.510239,,12650.754569,13840.410783,10077.709963
65740,1504.6313613,1482.8107046,,1082.3954715,1204.6554829,925.91042
65741,6542.3952669,6846.0658068,,4588.134466,5201.024384,3785.4226031
65743,6465.2899267,6220.4071143,,4188.8493941,4504.4296706,3343.1649153
65744,2427.9283578,2549.3364896,,1697.2994381,1931.3548327,1400.239532
65747,4906.7451807,4826.9811981,,2843.6099502,3701.0976846,2426.4021063
65750,32729.774671,34467.221595,,23550.583395,23609.082843,18000.430318
65751,9578.4958723,8903.1675476,,6425.8460705,6347.9044997,4979.8033238
65753,20046.984844,20948.880882,,14076.493821,15932.802356,11614.120501
65756,2936.3604146,3075.322462,,2036.9635253,2033.7205055,1522.3309539
65758,1272.9958995,1477.5036648,,910.12106037,1025.9270548,724.76546335
65759,2951.4499227,2574.2192966,,1899.2532392,1867.5018764,1487.2012518
65760,6359.5093525,6655.0784232,,4459.6383525,5055.6892729,3679.402456
65762,5895.8817611,3187.5902004,,3130.3041438,3552.1501419,3410.6345435
65763,23978.147528,25054.185975,,16838.538829,19056.804375,13893.040928
65765,1793.6002495,1892.1758215,,1244.0894387,1248.2281332,931.86264921
65766,2112.9098149,2280.9861253,,1462.1628654,1291.3256088,992.31390964
65767,1585.6342165,1497.1685604,,1041.5016127,1106.6442099,841.04596424
65770,8692.7697603,9435.9003167,,6225.2072062,6797.5609813,4951.7380817
65772,1487.9745273,1377.6229041,,934.54160406,937.13816147,704.59887646
65773,7971.3959304,7410.5934334,,7954.0516576,4012.6090115,4149.1432053
65774,2916.4182565,3356.4159006,,2172.5923325,2167.0934534,1605.3370722
65777,2133.2808855,2182.4588029,,1534.5374953,1563.4912046,1188.645213
65778,1974.0572916,889.3455,,576.3166,573.2638,394.0221
65780,1772.7808678,1664.9773985,,1012.2670552,1275.1095986,848.03654061
65781,4003.3229631,3864.2978863,,2636.8435009,2363.3593035,1857.4964082
65782,2010.597871,952.08210349,,660.69587164,646.92643277,492.1832726
65783,2946.9393139,5996.849708,,1983.6038252,4113.2891699,1548.6330497
65788,10319.016309,15879.492478,,7770.5676422,8364.688072,5462.3808343
65791,2360.5742659,2488.4169921,,1616.0586606,1431.773551,1105.6621207
65795,3937.4865575,4125.7650079,,2757.9189101,3130.9650351,2275.3401811
65797,1500.9527236,1721.992768,,1129.426233,1088.945752,810.55334475
65798,5781.9444128,5580.9339391,,3753.4497272,4035.1701964,2993.7170626
65799,2700.2865691,5484.2155445,,2864.2897398,1932.3790327,1474.3404189
65802,1952.1679831,1902.0495008,,1250.4519361,1050.8986211,805.90996827
65804,2400.1429111,2520.3202049,,1677.7773119,1909.2743954,1384.1321289
65805,3507.8692139,2846.4062693,,2147.8002889,2119.9212653,1701.5185962
65807,2635.5429796,2467.0990076,,1719.3979677,1361.3074799,1105.4643901
65808,3255.4691933,3319.2695783,,2330.9426749,2286.9381906,1777.8307033
65809,2194.896731,3254.4775856,,1414.5043987,2358.0861151,1105.401341
65810,9545.926612,9982.6474031,,6698.4233107,7587.8597147,5526.5891446
65812,3161.4326538,2952.9282766,,2058.9500371,2133.2596004,1638.2000787
65815,2021.0933244,1056.8865303,,721.23282462,722.34389765,550.81865524
65816,880.5852,1826.3984222,,576.3166,1268.4466482,448.52757005
65818,7712.0517269,7169.7307249,,5804.6471162,5738.2619427,4792.0273498
65819,5809.4693136,5171.1911418,,3730.4815005,3740.369104,2929.52092
65820,6318.4839387,4641.0719983,,3702.5958429,3345.4788422,2817.8210335
65821,3036.7446971,3118.2227175,,2189.4975511,2233.7059725,1694.8246952
65825,2862.7365787,2493.6089069,,1842.4116435,1809.367801,1442.4314363
65827,1392.8356764,1415.5416353,,997.75668654,1014.2082034,773.79940771
65828,4312.766305,4123.47154,,2829.1279768,2538.8414141,1999.1188698
65838,1666.0591005,1639.607632,,1186.6676672,1137.13563,903.02252242
65839,2360.6123721,2479.0385444,,1650.0030535,1877.8604108,1361.2160198
65841,7329.3858214,6814.3345172,,4918.6389619,4868.7365306,3817.3080908
65842,3505.8216061,3815.4046612,,2505.3377992,2720.3236604,1984.2171989
65843,1381.856936,1465.8810197,,958.41216929,965.21053954,719.11339205
65844,2397.5233923,4914.4845756,,2586.4179129,1759.5136994,1336.6911375
65845,2209.5415998,2361.9198839,,1522.2087271,1346.1244921,1036.539231
65846,2964.3556083,6056.1350991,,3045.4565281,3032.8243664,2027.8485486
65847,3004.1673059,3072.9080991,,2129.9772655,2151.9120197,1641.8921581
65850,2798.7375111,2435.4554258,,1801.4053082,1767.4290525,1410.1338549
65851,3596.3888193,3679.547725,,2350.6229451,2817.1280918,1965.4721932
65852,2251.6572576,4526.2465695,,2300.4066996,2613.4973383,1697.9206544
65854,6989.5695321,6498.7343583,,4690.9162114,4645.2501919,3641.6675897
65856,2675.3811505,5433.4684974,,2837.6941834,1914.3865762,1460.6082349
65859,1102.2232823,1176.3647869,,764.39571286,773.00039015,574.62567319
65860,2317.5243189,2686.361341,,1650.1119236,1866.2138916,1316.0389735
65861,5598.836726,2749.4285582,,2809.1612246,2798.0995971,2823.2236972
65862,1913.5633975,2084.4702998,,1277.4383536,1319.5363922,962.43187547
65864,2193.9974599,1044.6023333,,720.2348631,710.02368641,538.36624837
65867,3310.1742944,1699.6199674,,1196.5888464,1217.6713744,927.46490043
65868,3053.2447998,6203.3999208,,3241.2005109,3279.5610681,2224.6742587
65876,33392.069389,35167.123552,,24027.393815,12653.088739,9664.7441742
65877,3741.8826628,3921.4962635,,2620.4871107,2975.5232457,2161.9473385
65878,5526.5453011,5913.9382936,,3746.135453,2228.7497233,1569.9854048
65880,7294.0673264,7631.0353901,,5116.2611875,5798.3603937,4221.1717563
65883,4492.290128,2653.2743033,,2528.8942031,2535.3435748,2490.1889396
65884,10063.292994,10920.977794,,7208.0910325,7874.8704726,5735.8323498
65887,2116.4331468,1815.4718003,,1364.2301657,1320.3133026,1065.8041392
65889,2539.0546323,2942.7436614,,1807.053951,2044.4273349,1441.440067
65890,2145.9827992,2487.832245,,1528.5842037,1728.2146967,1218.9349076
65892,4271.2464689,4396.8596653,,3084.4413651,3149.4939739,2386.4732808
65894,2492.2692405,2334.7393524,,1626.8901718,1697.3069794,1299.688277
65895,10923.744311,11422.974196,,7851.6170487,7834.2808215,5998.434207
65897,1951.4258561,1845.2207183,,1235.4520355,1256.032072,938.00792189
65898,1706.5851449,1735.4584899,,1151.9269735,1199.4843352,900.85802861
65899,1851.1287286,1726.471271,,1247.4677668,1265.8615111,985.76689835
65903,9555.3604099,9992.4990989,,6705.0515214,7595.3565308,5532.0579782
65904,4382.8055155,4271.6229462,,2861.9759451,3074.3690058,2278.228231
65905,4371.0827493,4066.847275,,2936.1768684,2923.1549235,2288.2529796
65906,4220.4193789,4339.0127611,,3025.6459399,2984.9973002,2308.9373827
65908,1439.3935792,2692.2897988,,1411.9323822,1480.4124717,1009.870506
65910,3344.1330141,3436.6005995,,2412.3366584,2461.7352381,1867.0437227
65913,4792.5846612,5018.742196,,3358.713036,3810.4912762,2771.0460808
65917,4172.5655196,8538.2476511,,2923.0859932,6488.7190566,2411.6169754
65919,5589.9316896,5707.2727123,,3970.8040511,4019.9494115,3067.6137233
65921,3935.1768318,2201.6114189,,2194.9119108,2150.2503142,2151.9404472
65923,2061.209149,4128.4774344,,2099.6927035,2386.4804262,1550.7153211
65924,5993.1740578,4718.2453398,,3749.8928219,3124.4588336,2667.7749519
65926,9523.3489607,4609.2118868,,4553.6651601,4897.6161325,4809.2177376
65928,7556.5606382,7241.6157601,,4884.1622256,5253.8150252,3901.216734
65932,9386.11117,8372.6414108,,5981.6451794,5415.8826816,4321.0288663
65933,3991.9406108,6520.2863309,,3623.8562677,3631.3193977,2567.790947
65934,5548.6993482,6029.0349372,,3970.4070826,4326.1421735,3152.9742754
65935,1409.067067,1432.7312254,,857.90469213,1115.0990406,745.47919889
65937,880.5852,1702.6629851,,576.3166,1158.8100756,441.70280022
65940,8913.6465774,9298.7366024,,6404.4734766,6380.1466547,4892.0803782
65943,3311.680968,5976.3063429,,3270.0953215,2226.4201503,1740.6810544
65945,1942.347774,2042.2456862,,1356.1292716,1545.475426,1118.7453278
65946,10316.596633,10787.456518,,7239.8980485,8200.2929548,5973.3515387
65947,2762.425081,6266.6299939,,1932.3176957,4760.0928069,1594.1494452
65949,880.5852,889.3455,,576.3166,573.2638,535.01722928
65950,2128.3101888,2236.445853,,1486.7869423,1693.2553594,1226.5489421
65951,2471.8480381,2483.353292,,1644.3924064,1762.0974201,1301.0066448
65954,5331.619594,5793.8107208,,3814.7262636,4155.5050958,3028.7801087
65955,8067.5491165,3871.0403626,,3995.5009445,4011.4146323,4069.0768384
65956,5277.1055476,5455.7009933,,3786.3933262,3749.4195649,2890.5353662
65960,4561.0778962,7554.5924737,,4170.8541038,4190.7550194,2950.7498138
65961,10093.743315,10060.387253,,6522.1091392,3565.1026893,2628.0934045
65968,8990.5848473,8061.7479742,,5768.7282269,5824.9620391,4534.8933382
65969,11254.539953,11766.948795,,8871.3194496,10045.506822,7800.8091795
65970,1789.5746956,1819.9010886,,1207.572764,1257.2235193,944.19932522
65972,1574.8665163,3158.2780567,,1120.5349148,2243.6288491,879.49253565
65973,4885.4385893,2659.9883391,,2597.8491661,2949.9186721,2824.8741033
65974,8297.4266021,8854.4901155,,5616.8630305,6601.4880361,4646.4465626
65975,1349.4571999,1432.3362391,,935.93246445,942.94012235,702.37233135
65977,10018.310475,20566.60417,,10640.252829,10636.38743,7253.6087225
65978,17343.607352,15651.816935,,11120.788093,11298.718498,8750.3051321
65980,2247.1179154,2360.5165171,,1570.2615564,1787.66905,1295.4225494
65983,4928.7612826,4370.9257666,,3166.1825173,3163.238937,2485.0653928
65984,880.5852,1283.4177959,,576.3166,891.01638334,394.0221
65987,23326.618203,25292.908938,,16720.011379,18300.60116,13323.954183
65991,2106.9088745,3968.4793303,,1411.8681752,2851.9155561,1114.3847903
65992,2718.4937661,2362.5410337,,1749.9904669,1714.8451265,1369.6382823
65993,2749.784687,2996.1749152,,1963.1387021,2126.0354874,1551.6785888
65994,2272.9090287,2461.9650755,,1520.3924031,1570.0481632,1146.4121488
65995,1726.5530932,1627.3527382,,1132.4889405,1198.4513117,912.33303986
65997,36281.563521,32860.00633,,23254.967677,23708.80836,18307.478447
65998,1439.6105728,3043.291532,,956.99823119,1955.8260059,719.77421478
65999,1956.8985479,1824.7036772,,1318.3478127,1335.4229489,1040.4360377
66001,1764.3382668,1645.8657074,,1189.3064506,1208.7821917,940.90760033
66002,31368.381118,32771.791688,,22030.935948,24929.64824,18177.207125
66003,2980.6357054,1481.9247276,,963.65409901,1074.0268417,773.2776742
66006,1170.1646008,1094.0342934,,791.1299483,818.01311635,633.79765963
66011,3389.3491714,3163.4829243,,2206.1092779,2281.7447107,1753.4969247
66014,1010.0354921,895.40776234,,624.22457104,608.27547735,463.8933545
66015,4531.6771578,4667.9447649,,3249.7319068,3210.1657403,2480.2530504
66017,2881.73899,3339.3404496,,1845.3556216,2610.3358853,1635.4225181
66018,1876.180175,1765.581761,,1229.0989098,1295.9317136,988.0253626
66019,3090.5874825,2700.6482238,,1988.4033102,1958.6790659,1557.4180039
66020,5730.7580691,3101.3710347,,3043.2918959,3453.7352221,3314.9112716
66021,1993.1859313,2042.9250215,,1410.2513671,1421.5473268,1084.4639729
66023,3644.1749848,3965.3222121,,2604.5592461,2829.0773133,2063.3709765
66026,3172.8227937,1838.8854343,,1710.4747903,1849.0981495,1759.582074
66027,34808.335539,31521.340959,,22311.021417,22743.398393,17564.003542
66030,1722.0845193,1483.8878443,,1120.5668173,1028.9875288,843.4323166
66032,4795.625714,5526.3169461,,3557.525747,3598.4693178,2660.5118349
66033,2110.2374867,1179.5540156,,734.20307845,876.57815237,618.65856589
66034,1573.343399,1615.191421,,1111.3620391,1118.2398972,852.97399035
66037,5625.8030396,5743.8182752,,3996.3411582,4045.8640011,3087.3922296
66040,7701.3690264,8017.6220053,,5531.7101097,5503.1673033,4224.8452046
66041,3137.7191104,3208.9700505,,2225.053886,2248.3940372,1715.5290637
66042,2085.3142273,2120.8186667,,1405.8707411,1462.9814629,1098.6493091
66043,2567.9553187,1958.4851341,,1557.2521052,1351.9829162,1159.0633866
66044,3801.0621737,1463.9439791,,967.04848285,1105.4068661,797.72081355
66045,11105.812678,10321.644065,,7449.354345,7352.3720656,5769.2260137
66048,2525.7397631,1520.6146622,,1394.5082509,1502.7766996,1423.4995573
66049,12282.938109,11664.549031,,7895.6156328,8499.4606932,6318.1821264
66050,3663.5953164,3505.2629587,,2112.3125195,2913.3511794,1885.0658838
66051,38236.496127,17577.718882,,12478.818246,8586.8770255,6661.8803706
66052,3012.7058321,5910.8160381,,2021.2855938,3749.0222345,1404.1221787
66053,3434.876577,3013.4904277,,2209.0008058,2184.2925674,1731.1659267
66055,880.5852,1841.729448,,576.3166,1279.1033693,452.27690696
66057,18246.542892,31682.555668,,14551.173211,22021.705219,12399.197127
66058,1368.848168,1443.3412291,,953.18697402,1089.7288516,786.28389796
66061,2976.2832537,3055.5996924,,2145.6664316,2188.8539798,1660.9502425
66065,10217.375847,10676.495843,,7343.0763118,7323.2835196,5609.6503971
66066,28504.376092,43210.832553,,22407.908225,22032.646353,15180.048519
66067,18423.850203,37522.401152,,19654.889814,19935.873109,13524.597139
66069,9740.3002351,8742.9853934,,6249.0958585,6316.2524006,4913.2425029
66075,3286.1352051,2616.2137703,,2059.505879,1728.9177337,1468.8577356
66078,2374.45217,2493.5557256,,1647.0982677,1647.4849212,1231.9909345
66079,4849.423717,8375.0810388,,3826.3621316,3947.7511154,2535.7180381
66080,11955.693556,12971.553358,,8565.2441691,9362.4053329,6818.4994635
66081,14616.853922,13848.622132,,9382.6908339,10102.18155,7511.6952946
66083,1552.3543355,1442.5787165,,883.460048,1104.4783828,737.02262547
66084,5699.7858339,5798.5753587,,3829.4304319,3977.7154269,2986.30727
66085,2728.3218372,2791.8780308,,1933.6006232,1952.6325908,1489.7983185
66087,6754.4100276,6029.8222755,,4335.9365041,4359.5911082,3406.3919242
66089,3873.2029809,3972.0802913,,2775.6720356,2733.815868,2117.8301619
66090,1546.1516353,1774.183475,,1162.7368091,573.2638,436.28669931
66091,4842.3927523,2587.8539448,,2525.0512477,2867.5808234,2744.7881946
66093,16525.933351,17343.273677,,11884.839775,11886.986497,9081.8680079
66095,5373.1685844,5198.40245,,5155.4105925,3016.7024129,2941.6475296
66096,8408.7875495,8765.2100435,,6041.0068227,6014.9242331,4614.2069648
66097,34411.046384,31966.090465,,23067.004489,22679.481202,17814.978544
66099,2761.6446547,3009.0261901,,1971.6441912,2135.3580989,1558.4638314
66100,1382.2544843,1526.3270482,,918.21970504,949.14330738,690.40864605
66101,2028.6227016,2210.3916217,,1409.7878384,1243.5272609,953.73835523
66103,2364.3206825,2404.710192,,1592.948929,834.353035,626.77615139
66104,2293.2439836,4613.1044339,,1602.6698505,3501.8142939,1322.1621294
66105,5040.5806028,10355.337508,,5206.2576913,5173.5083167,3458.2391532
66106,3492.1605979,3754.9812704,,2372.6448,2797.648081,1970.2365918
66108,2660.1379439,1499.3099082,,900.83158738,931.21428681,677.24125639
66110,5400.0239592,4799.1439608,,3468.1362179,3472.0585431,2722.8914305
66112,7029.3871326,3625.7099335,,3814.3175582,3896.369755,3931.7639664
66113,2664.1301912,2663.2904929,,1966.7497075,2109.5235417,1655.9630369
66114,3734.7269443,4012.4007822,,2536.4105858,2989.663166,2105.3297322
66116,8065.5491428,7221.2037539,,5176.0270261,5218.7838371,4068.0675375
66117,3491.7998737,3660.3353221,,2444.7783003,2776.7883674,2016.9727287
66118,13634.941011,7539.492767,,4970.0886437,5421.8631583,3950.4689142
66119,6173.5204134,5947.3698684,,4002.9458558,4304.0689371,3193.9604092
66121,8200.2205097,2793.897923,,2054.1573864,2025.9282762,1609.2075046
66122,1384.6388592,1407.0517704,,991.8144587,1008.1275748,769.20701497
66125,1604.8776238,1861.5983074,,1145.2409854,1292.9143757,912.63289557
66126,1597.3078646,2017.8370549,,1240.881066,1401.5172042,989.05200965
66129,7056.218425,13231.584536,,6763.9658365,7279.8056753,4821.7377056
66130,12034.10383,11431.690479,,7737.0686608,4249.82464,3153.5657999
66138,2544.8431293,2604.9507847,,1802.9806324,1820.0818104,1388.6330491
66139,1844.209086,2011.6131728,,1230.5478132,1271.1871988,926.92337309
66140,1791.4557963,2057.4336042,,1343.5204303,1310.2193985,973.6707853
66142,11740.022393,25187.884964,,12530.537918,13708.644916,8886.2419164
66143,7234.9790235,7674.6498482,,7303.1491903,3777.5615056,3686.9272258
66144,1263.4179674,2415.3361173,,1205.4265782,904.99751985,649.6027366
66148,1736.8275527,1771.8317054,,1247.1312997,1269.3910149,966.52614183
66150,2405.4493678,4894.90813,,1620.5263552,3359.8162937,1265.8399008
66152,1804.8962523,1972.3086292,,1285.5029369,1383.2992434,1011.0955564
66154,7381.4300692,7679.5158777,,5301.3742421,5271.7187716,4048.7514335
66155,1427.5833272,1504.6782349,,994.4544479,1136.4042937,820.33304955
66156,11381.418586,11899.447891,,7988.0446905,9046.4817798,6590.6357103
66158,4427.0868333,4813.6732101,,3166.0319554,3444.490715,2511.2850853
66160,14167.336496,14850.748053,,10186.798818,10180.742957,7783.7009497
66162,3719.9360868,3651.3112449,,2439.622798,2619.1706424,1939.2513976
66164,4286.8912309,4201.5814332,,3089.8650847,3221.2714495,2533.7568469
66165,2484.4070008,2327.4760302,,1621.8137463,1287.4599061,1044.2998835
66167,2903.1977305,2335.3113164,,1840.0563621,1768.4887222,1450.4273915
66169,6223.7497766,5994.374392,,4034.9499409,4338.5618898,3219.6465997
66173,7557.7234599,6759.7621678,,4850.6461889,3760.847115,3118.5909884
66174,17013.45883,8616.6587853,,9054.2163525,9258.3113313,9331.236773
66175,4315.2784972,4692.5194509,,3450.2478858,3756.0112743,2912.4379022
66177,2325.1804851,2251.4763514,,1342.0057463,1854.0728821,1196.1325429
66178,12057.72101,5697.6464083,,6100.0744161,6028.1932976,6261.2379083
66180,880.5852,1810.2718414,,576.3166,1265.7540162,523.63098542
66182,5431.7448211,4827.967483,,3488.4608312,1939.1102787,1542.3478237
66183,2318.9586191,1398.5128095,,922.9660331,875.56210196,653.25221381
66184,14155.290523,14690.74263,,9820.9231296,9745.2108906,7319.1926611
66185,1960.1532107,1827.7264049,,1320.5288758,1337.5634369,1042.118272
66186,4776.2317838,4443.1244097,,3207.6813707,3189.6085256,2497.6619505
66191,13777.255739,6392.0391129,,6611.230178,5990.4527493,6330.7172949
66194,3620.6975325,3701.0261992,,2568.8901697,2597.3128164,1981.8304932
66199,2268.16225,2322.162366,,1632.3188396,1663.5499797,1264.2145699
66202,7123.0297473,6364.7727788,,4572.1234419,4601.148529,3592.4184688
66203,3222.8079471,1638.2191987,,1087.8484478,759.19963136,570.36305851
66204,1956.8076946,1990.0621379,,1483.7783857,1543.8199917,1236.0057479
66207,4044.5746726,4399.1890329,,2891.7097062,3143.8143228,2292.444875
66208,3343.4329484,3505.3960477,,2340.5353171,2658.8846805,1930.9634628
66211,5636.05318,3100.3402273,,2181.7963628,2137.07141,1663.8070525
66213,25881.419889,23409.797461,,16591.24909,16893.568326,13058.972521
66217,1629.3364423,1656.8572546,,1100.1305113,1145.739291,860.51489012
66218,19144.471773,20006.388341,,13442.385817,15215.596562,11090.927838
66222,1771.6832589,3246.3103541,,1540.304089,1513.6020135,989.02358329
66223,32567.648697,34024.184351,,22873.544433,25882.677824,18872.430295
66224,12044.619486,10836.831305,,7725.549989,7826.2785468,6076.1334852
66225,1724.5329644,1784.0175485,,1168.2339661,1248.9094772,918.84616747
66227,2119.755263,2227.5119616,,1480.7762295,1686.4569622,1221.5895963
66228,5989.5031493,6208.5508385,,4299.2746618,4264.7784331,3282.6376015
66229,2913.9495483,1425.8094401,,1476.5289112,1490.6613451,1506.4393779
66233,2166.8623908,2217.2408943,,1558.8821833,1588.4029061,1207.4597673
66234,17628.963786,19119.019986,,12633.884097,13821.919565,10064.251567
66237,9890.9918794,8879.913071,,6345.6490165,6415.0010106,4989.2901054
66238,6123.0306273,14605.802962,,4382.2942445,10547.927728,3481.5567123
66241,3591.5770523,3764.5324241,,2514.8820024,2856.0789316,2074.8142042
66242,2726.652882,5255.5252917,,1738.7926979,3581.8029127,1328.4372699
66244,5503.7448072,5118.7930959,,3695.213228,3668.0706449,2873.6908697
66246,13974.10642,7723.2499255,,7552.2373658,8252.0789497,7973.2598634
66247,2681.4147867,2922.0903637,,1914.1065751,1155.033862,844.95798998
66248,3041.2970861,2655.8599441,,1956.8213108,1926.3789464,1532.5432573
66249,1718.5714827,1747.6546941,,1159.9640003,609.71612791,458.15487691
66251,4563.1798176,4961.1414331,,3263.6323389,3551.4675689,2589.1456617
66258,2306.2456124,3865.8405301,,1947.6606731,1986.2364579,1322.0839127
66261,2881.4796194,2510.6399842,,1854.4209342,1462.5814353,1230.6714073
66262,5617.4186385,5224.3662552,,3771.3900281,3742.8302993,2932.4453477
66267,1750.5731759,1847.628121,,1214.2362353,1218.6528652,909.6304049
66273,5164.9369069,5274.2900232,,3668.2467939,3712.9198343,2833.2829271
66275,4718.2845103,5464.8184249,,3350.91831,3797.5420867,2675.0311071
66277,4512.0202931,4814.1651059,,3034.2584468,3131.0069723,2292.8078934
66278,4242.3560579,3947.2939589,,2849.9126217,2838.495483,2221.718145
66279,15245.592279,7081.1700878,,7169.3784213,7901.0098793,7686.8910136
66280,10594.812624,21895.192297,,11500.273029,11761.339254,7903.49385
66281,10421.039997,9685.6699404,,6990.4642817,6902.0189064,5415.2882516
66284,16017.184451,7536.2976595,,8090.1053538,7981.2029429,8307.7617649
66286,5648.5561008,5364.7142955,,3614.2372613,3989.9614449,2906.8011729
66287,1673.2831295,3391.6029802,,1767.5915338,1190.4394969,908.07809412
66288,2820.6896412,2626.9389286,,1897.2043589,1903.5108096,1486.9028648
66289,19998.038009,41591.26429,,14042.103649,28202.2,11585.745704
66290,3195.5990801,2984.492026,,2081.0103309,2155.5186522,1655.4839563
66292,1345.5796085,1428.3216091,,933.24209963,940.27480502,700.36876587
66295,2568.7080544,2226.4365421,,1654.0177701,1616.6901764,1294.0478651
66300,4970.6616277,8275.7147332,,3920.2668964,4071.9691576,2679.7029848
66303,1575.060136,1548.7862545,,1009.2970663,1124.2391533,810.0168887
66304,5535.2732041,10106.573696,,5505.2554176,5444.4399402,3809.8356841
66307,4965.1595567,10099.099475,,5282.8621092,5351.4019586,3630.2460459
66310,1343.7236646,1232.0814332,,840.88216963,837.88130567,631.9494868
66311,5773.4392526,5369.2684631,,3875.9448846,3845.4400826,3013.0875644
66313,1870.1764777,1917.6035678,,1322.6799324,1332.6814347,1016.6398387
66316,3163.108857,2944.9565231,,2126.6714212,1640.9161871,1357.1991161
66317,3122.2787555,5991.3826925,,3193.1910687,3153.3517752,2192.8590421
66319,2156.2581326,2209.0622146,,1526.3437993,1539.355806,1174.3776385
66320,3638.7139568,4215.4056503,,2586.1020245,2929.0650701,2063.9213865
66321,6845.7556328,7162.864412,,4801.276239,5442.0976928,3961.2825688
66324,6856.7473036,7174.3429912,,4808.9990152,5450.8325136,3967.6545114
66325,4432.367917,4642.568592,,4598.6660729,2679.8852605,2562.226105
66326,1889.6021996,1930.068261,,1357.8842595,1382.7235282,1052.1204851
66328,4844.0170899,9940.6386344,,3394.8495927,7555.8924248,2800.8617923
66330,1561.2847167,1587.6140245,,949.76257347,1234.2410072,824.97487334
66331,8390.6255394,4490.2180946,,4444.9141879,5039.0355545,4856.8536427
66332,4393.4411368,5061.9186536,,3261.1248055,3292.1288472,2434.6852428
66333,2243.5448804,2297.9895433,,1588.4839479,1602.4144937,1222.5052249
66334,4521.8503833,5237.4805201,,2891.0913631,4094.6751217,2563.8361472
66335,4584.1794637,4723.4283218,,3287.5302552,3248.146678,2509.1502161
66336,24355.861989,28112.31562,,17972.977701,18497.330003,13643.582164
66338,1360.5500706,1559.8713043,,1025.9526517,982.00228069,731.71727188
66340,1528.9550777,3378.1635176,,1668.2680122,1645.8570876,1089.4885942
66344,2811.6773139,3027.9444429,,1884.6543428,1945.641424,1422.2544793
66346,7409.0032603,6888.2782248,,4971.9933852,3735.2082158,3112.8560264
66347,6092.3114798,5665.4170843,,4583.5221138,4539.853987,3787.3951495
66348,1238.7621499,1437.8841291,,885.86833401,573.2638,394.0221
66349,2717.1409031,2542.4810914,,1772.083436,958.5467874,726.050153
66350,1417.1200486,3289.5308562,,1012.2250831,2285.4819443,806.34944893
66351,3832.8692712,3756.9938616,,2277.2375161,3012.4300647,1997.002942
66353,8393.881862,17133.266306,,6030.2756679,11743.227204,4606.0029037
66354,1688.0825099,889.3455,,576.3166,573.2638,394.0221
66355,5001.5702747,4437.0844858,,3212.8336647,3210.9508509,2521.8089648
66356,2266.8281103,4295.2647751,,2167.925413,2398.8584659,1550.4501507
66357,2320.5025939,2217.5995748,,1475.0867792,1509.9882414,1123.8868777
66358,9135.9762299,9554.5370637,,6410.3911184,7262.0818408,5288.9382574
66360,5057.1583813,5144.6962661,,3398.5386835,3530.6135384,2650.6950536
66361,9946.6173518,4896.717083,,4847.2967106,5214.0825828,5123.4391228
66362,13707.909232,12998.033761,,8803.5486469,9478.0011039,7046.8809893
