CASEID,FULL_SAMPLE_WGT,REP_WGT_1,REP_WGT_2,REP_WGT_3,REP_WGT_4,REP_WGT_5,REP_WGT_6,REP_WGT_7,REP_WGT_8,REP_WGT_9,REP_WGT_10,REP_WGT_11,REP_WGT_12,REP_WGT_13,REP_WGT_14,REP_WGT_15,REP_WGT_16,REP_WGT_17,REP_WGT_18,REP_WGT_19,REP_WGT_20,REP_WGT_21,REP_WGT_22,REP_WGT_23,REP_WGT_24,REP_WGT_25,REP_WGT_26,REP_WGT_27,REP_WGT_28,REP_WGT_29,REP_WGT_30,REP_WGT_31,REP_WGT_32,REP_WGT_33,REP_WGT_34,REP_WGT_35,REP_WGT_36,REP_WGT_37,REP_WGT_38,REP_WGT_39,REP_WGT_40
22497,586.9264922096871,941.7163876181678,1306.9518432275588,0,0,0,0,1088.7440739158026,0,1348.0098235606226,0,1079.1847074243303,1164.9482342903998,1209.670553427235,1180.0839822249575,0,0,1173.5336097471456,0,0,1122.1395983836267,0,0,1123.8732939353565,1190.3622088825225,1209.3147243604508,1167.0831705273351,0,1175.116237048599,0,1353.763597204708,0,0,0,0,1344.7083287417097,1145.1695472626238,0,1058.6802647718512,1035.4439496105565,0
22498,586.9264922096871,941.7163876181678,1306.9518432275588,0,0,0,0,1088.7440739158026,0,1348.0098235606226,0,1079.1847074243303,1164.9482342903998,1209.670553427235,1180.0839822249575,0,0,1173.5336097471456,0,0,1122.1395983836267,0,0,1123.8732939353565,1190.3622088825225,1209.3147243604508,1167.0831705273351,0,1175.116237048599,0,1353.763597204708,0,0,0,0,1344.7083287417097,1145.1695472626238,0,1058.6802647718512,1035.4439496105565,0
22499,482.0491074837518,746.5336833808342,1024.2843727424151,0,0,0,0,970.9327823121027,0,770.1839062257656,0,879.3746991802984,949.6402062609699,935.2013374503279,900.3511034846771,0,0,868.4724393485328,0,0,994.156371276711,0,0,870.474422483267,984.9301754264278,924.1309465131527,826.7814575458887,0,918.2963345809104,0,1127.0966704615134,0,0,0,0,918.6565942736919,950.3905528777007,0,914.5900022701912,841.3880876178478,0
22500,482.0491074837518,746.5336833808342,1024.2843727424151,0,0,0,0,970.9327823121027,0,770.1839062257656,0,879.3746991802984,949.6402062609699,935.2013374503279,900.3511034846771,0,0,868.4724393485328,0,0,994.156371276711,0,0,870.474422483267,984.9301754264278,924.1309465131527,826.7814575458887,0,918.2963345809104,0,1127.0966704615134,0,0,0,0,918.6565942736919,950.3905528777007,0,914.5900022701912,841.3880876178478,0
22501,482.0491074837518,746.5336833808342,1024.2843727424151,0,0,0,0,970.9327823121027,0,770.1839062257656,0,879.3746991802984,949.6402062609699,935.2013374503279,900.3511034846771,0,0,868.4724393485328,0,0,994.156371276711,0,0,870.474422483267,984.9301754264278,924.1309465131527,826.7814575458887,0,918.2963345809104,0,1127.0966704615134,0,0,0,0,918.6565942736919,950.3905528777007,0,914.5900022701912,841.3880876178478,0
22510,786.3297798853994,0,0,1857.1764997396754,1351.4268607872937,1453.8188410161658,1870.778783834034,0,1571.7143339218997,0,1591.7400512373304,0,0,0,0,1249.2886056360921,1491.2756188385981,0,1743.2487943028902,1620.9215953482026,0,2084.786328854563,1501.0260749210681,0,0,0,0,1584.716377076454,0,1664.9549050889368,0,1556.3630744686186,1665.1302113485879,1554.1464482389406,1687.363170944209,0,0,1500.8926110006016,0,0,1526.8707080272798
22512,1133.3997530492272,0,0,2721.7144830850634,2219.190923963491,2253.1566034278576,2409.0269642715125,0,2144.1104107437222,0,2127.0411514960524,0,0,0,0,2361.483223666241,2170.732487771422,0,2277.28191781014,2375.069789067725,0,2992.050537323683,1906.615019497265,0,0,0,0,2383.39146323964,0,2617.08851623231,0,2268.8636792218313,2226.2277362956643,2355.7107766340955,2403.733644508579,0,0,2736.877489122098,0,0,2216.300800682032
22514,1540.0108751370922,0,0,3251.029423230272,3060.0227424009113,3160.0896808382927,3395.3867539832495,0,3189.0978256146996,0,2699.41750479541,0,0,0,0,3204.7652790168636,3032.358415545053,0,3433.4434609916298,3462.7239918571518,0,4225.946538293526,2589.825163674894,0,0,0,0,3441.80139122647,0,3938.6383301579067,0,3227.3229988871158,2984.149607985735,3018.289756545822,2982.9466739168874,0,0,3813.8885622660605,0,0,2631.7702715477535
22515,1540.0108751370922,0,0,3251.029423230272,3060.0227424009113,3160.0896808382927,3395.3867539832495,0,3189.0978256146996,0,2699.41750479541,0,0,0,0,3204.7652790168636,3032.358415545053,0,3433.4434609916298,3462.7239918571518,0,4225.946538293526,2589.825163674894,0,0,0,0,3441.80139122647,0,3938.6383301579067,0,3227.3229988871158,2984.149607985735,3018.289756545822,2982.9466739168874,0,0,3813.8885622660605,0,0,2631.7702715477535
22517,2068.3347449463568,0,0,4687.274429299606,3896.6134526264354,4417.791146225725,3915.5315180153816,0,4088.4097923865,0,4265.330940540453,0,0,0,0,3955.383048706629,3990.805920942432,0,3986.3042117322825,3850.770747578101,0,4433.429530493817,3900.363994664337,0,0,0,0,3897.65474960049,0,4386.644749774178,0,4328.881281454622,4570.786039523949,4197.275538249796,4182.059902097502,0,0,4242.95632321043,0,0,4127.837487210417
22518,814.488486988903,0,0,1955.889883847058,1594.7642948886576,1619.1728540065271,1731.1850668453017,0,1540.80962139398,0,1528.5432386801554,0,0,0,0,1697.0189844483352,1559.9408901104734,0,1636.5098886727983,1706.7826190948567,0,2150.1599136428035,1370.139686657578,0,0,0,0,1712.7627755112162,0,1880.703132471484,0,1630.460338730286,1599.8211184976597,1692.8707643373066,1727.38115918319,0,0,1966.7863868788277,0,0,1592.687382367374
22519,8315.009522390848,0,0,18843.531787547352,15664.95850965624,17760.16940128016,15741.011911668964,0,16436.007971239407,0,17147.256977333243,0,0,0,0,15901.220919417448,16043.626069585143,0,16025.528537238944,15480.664100861713,0,17823.038003387104,15680.036239620156,0,0,0,0,15669.144676463164,0,17634.956311998765,0,17402.738683640022,18375.231347979163,16873.664262479135,16812.495169901304,0,0,17057.30772873429,0,0,16594.513096537827
22520,1026.7359289540489,0,0,2167.483859242315,2040.1383806850245,2106.8537024095854,2263.727892635125,0,2126.193633675711,0,1799.720368321561,0,0,0,0,2136.639233497714,2021.6943821446196,0,2289.1005630844184,2308.6220960448945,0,2817.467859971248,1726.6543945786127,0,0,0,0,2294.672853126226,0,2625.917485400037,0,2151.6786217513895,1989.5532358629232,2012.3147096371579,1988.7512313780273,0,0,2542.7459501264084,0,0,1754.6194888465882
22525,2625.0052188348004,0,0,5027.803048550157,3148.970706182735,4869.200115944026,4549.346658432598,0,6083.6299091785295,0,5532.36418961921,0,0,0,0,3955.129402408429,5534.725371691492,0,6891.405356164819,4299.846390411173,0,7768.416770146303,4253.168417397017,0,0,0,0,5517.990125362809,0,4697.362606458674,0,4487.376018703427,3942.5097148568016,5170.6221984719405,5344.868542294307,0,0,6111.753392067981,0,0,6054.769728339223
22528,2119.554786898858,0,0,4803.34964077019,3993.1088119989267,4527.192899689444,4012.495362532865,0,4189.654777801316,0,4370.95718418867,0,0,0,0,4053.3337726829955,4089.6338535072164,0,4085.0206644047707,3946.1308626283017,0,4543.218551395867,3996.9522320977867,0,0,0,0,3994.1758955507194,0,4495.27519688296,0,4436.081279610265,4683.976543755601,4301.216464485573,4285.624029788478,0,0,4348.028483995071,0,0,4230.058856253612
22538,7959.854960310032,0,0,18038.678075469095,14995.86950085479,17001.588768364767,15068.674474514683,0,15733.98553847328,0,16414.85534552838,0,0,0,0,15222.040560455911,15358.36323547915,0,15341.038693369204,14819.446760742434,0,17061.77209743747,15010.303223789237,0,0,0,0,14999.876866154018,0,16881.723838910584,0,16659.42479812352,17590.379902535624,16152.94845022395,16094.392040437266,0,0,16328.748051158062,0,0,15885.720518985776
22545,936.1780000471629,0,0,2211.0923759167213,1608.9637301111152,1730.8682054643248,2227.2868015194067,0,1871.2306457360746,0,1895.0725966139923,0,0,0,0,1487.3613313698472,1775.462995394735,0,2075.453851020314,1929.8151693905004,0,2482.077044261478,1787.0715630826649,0,0,0,0,1886.7104445028633,0,1982.239758796927,0,1852.9539484256013,1982.4484725805758,1850.3149071942566,2008.9182924726726,0,0,1786.9126653919805,0,0,1817.841320953022
22550,1133.3997530492272,0,0,2721.7144830850634,2219.190923963491,2253.1566034278576,2409.0269642715125,0,2144.1104107437222,0,2127.0411514960524,0,0,0,0,2361.483223666241,2170.732487771422,0,2277.28191781014,2375.069789067725,0,2992.050537323683,1906.615019497265,0,0,0,0,2383.39146323964,0,2617.08851623231,0,2268.8636792218313,2226.2277362956643,2355.7107766340955,2403.733644508579,0,0,2736.877489122098,0,0,2216.300800682032
22553,2296.1610107486244,0,0,4644.258419772831,4544.588703248245,4944.066268742886,4455.089120177824,0,4481.995961986111,0,4368.09454077567,0,0,0,0,4860.2383382604085,4372.505994050059,0,4263.920772406653,4185.614141126448,0,4595.775852726555,4540.603804356681,0,0,0,0,4385.58035321023,0,4857.275267108813,0,5494.242320454453,5150.336119647564,4491.32677166507,4785.206303182025,0,0,4509.510793557584,0,0,4809.409007143178
22555,2161.919838547707,0,0,4899.357612291626,4072.921922801937,4617.6811296729975,4092.6959661337683,0,4273.396392856285,0,4458.322619612963,0,0,0,0,4134.350642683787,4171.376279086227,0,4166.670882886423,4025.004991686775,0,4634.027097497903,4076.8421640766414,0,0,0,0,4074.0103349129463,0,4585.1254650000565,0,4524.748396728833,4777.598520137036,4387.187942456861,4371.283850658304,0,0,4434.93562715254,0,0,4314.608056411375
22557,8470.051496435859,0,0,16933.4548488073,14274.451706802556,17105.311599212062,14831.119770623758,0,15342.990446856656,0,14253.893650378466,0,0,0,0,17480.651599653505,17246.14876239052,0,17624.607405097075,17224.08394726125,0,20818.61715172785,19504.33425541989,0,0,0,0,15725.81903554211,0,19575.32962495612,0,19759.08099615293,14771.443929771132,18260.871921278555,19832.82700722387,0,0,14525.962678846707,0,0,18126.290674922286
22562,2029.008170362487,0,0,4598.152275407778,3822.524642803151,4333.792850769679,3841.0830068858545,0,4010.674235788343,0,4184.23146872241,0,0,0,0,3880.1768148739297,3914.926169329129,0,3910.5100540023886,3777.5535744971817,0,4349.133892411395,3826.203873380688,0,0,0,0,3823.5461409302243,0,4303.238660722857,0,4246.573486260542,4483.87875407151,4117.470047428091,4102.54371592121,0,0,4162.282274336793,0,0,4049.352266572167
22566,5776.768575285663,0,0,15347.363982829145,9602.973738347202,15225.609677796117,9787.525787055381,0,11960.95912956518,0,9420.69692628974,0,0,0,0,14528.26982323028,8867.610899148107,0,12139.459064245648,9675.13980323888,0,11350.817055039663,11553.876422520692,0,0,0,0,9800.784784348949,0,11600.992517516606,0,9688.317342635532,14715.442536656356,14944.020911236017,10128.465974686273,0,0,10841.635178488266,0,0,12853.454859393465
22567,7553.133101755,0,0,17116.96220133401,14229.630926854588,16132.864675182504,14298.715810846184,0,14930.031713611554,0,15576.111359948867,0,0,0,0,14444.245404813078,14573.602448926571,0,14557.163132741054,14062.22279631837,0,16189.972838240683,14243.327135016842,0,0,0,0,14233.433529244125,0,16019.124441106096,0,15808.184134802857,16691.570559611402,15327.587027487321,15272.022653602986,0,0,15494.403859164746,0,0,15074.013546159724
22569,8621.982519584153,0,0,19539.196105784675,16243.27646006494,18415.838215259362,16322.137596777156,0,17042.791477047547,0,17780.29832909615,0,0,0,0,16488.26119057073,16635.923645092076,0,16617.157989187977,16052.178281908366,0,18481.027796454317,16258.910828712842,0,0,0,0,16247.617171514057,0,18286.002517043966,0,18045.21189292539,19053.60698012007,17496.60513564814,17433.177806367923,0,0,17687.02833980975,0,0,17207.148284566207
22574,8452.869567510463,0,0,19155.95117028514,15924.678222679147,18054.62700212828,16001.99256437026,0,16708.511423508444,0,17431.552697525403,0,0,0,0,16164.857783272479,16309.623962657823,0,16291.22637934727,15737.32827492904,0,18118.537944391264,15940.005936305442,0,0,0,0,15928.933794715655,0,17927.337922183084,0,17691.270204099623,18679.88646784334,17153.423908008648,17091.240652567863,0,0,17340.112120812282,0,0,16869.644510165956
22575,4691.981787588766,0,0,9490.090555681629,9286.425180074966,10102.71874706662,9103.541483418916,0,9158.522998711196,0,8925.776518216944,0,0,0,0,9931.424521063362,8934.790894091868,0,8712.907550560116,8552.895562683725,0,9391.021143505472,9278.282426610782,0,0,0,0,8961.507075917425,0,9925.369773241438,0,11226.950019400843,10524.211133377046,9177.589601128097,9778.103852161874,0,0,9214.746881974432,0,0,9827.559724665827
22576,8662.090416841871,0,0,19630.088898495513,16318.837232997297,18501.505351022468,16398.065217399315,0,17122.071448677445,0,17863.00904869864,0,0,0,0,16564.961587989506,16713.310941439417,0,16694.45799111117,16126.850100812075,0,18566.998182313208,16334.54432988954,0,0,0,0,16323.198136647961,0,18371.06568071218,0,18129.154942328612,19142.240900382818,17577.996166022585,17514.273784322548,0,0,17769.305184356348,0,0,17287.19281422376
22587,8452.869567510463,0,0,19155.95117028514,15924.678222679147,18054.62700212828,16001.99256437026,0,16708.511423508444,0,17431.552697525403,0,0,0,0,16164.857783272479,16309.623962657823,0,16291.22637934727,15737.32827492904,0,18118.537944391264,15940.005936305442,0,0,0,0,15928.933794715655,0,17927.337922183084,0,17691.270204099623,18679.88646784334,17153.423908008648,17091.240652567863,0,0,17340.112120812282,0,0,16869.644510165956
22590,5281.874896091405,0,0,10683.219444772967,10453.948513358573,11372.869492706588,10248.072009569241,0,10309.966002026658,0,10047.95778287115,0,0,0,0,11180.039530202199,10058.105479045853,0,9808.32615015731,9628.196870015257,0,10571.694663809849,10444.782023151532,0,0,0,0,10088.18051694926,0,11173.22355734242,0,12638.443231814095,11847.35344318475,10331.42972742431,11007.442826126142,0,0,10373.258557499572,0,0,11063.116471777092
22594,4691.981787588766,0,0,9490.090555681629,9286.425180074966,10102.71874706662,9103.541483418916,0,9158.522998711196,0,8925.776518216944,0,0,0,0,9931.424521063362,8934.790894091868,0,8712.907550560116,8552.895562683725,0,9391.021143505472,9278.282426610782,0,0,0,0,8961.507075917425,0,9925.369773241438,0,11226.950019400843,10524.211133377046,9177.589601128097,9778.103852161874,0,0,9214.746881974432,0,0,9827.559724665827
22598,7037.926328003571,0,0,14235.042078305634,13929.546026961949,15153.978313060588,13655.222288736251,0,13737.694018497146,0,13388.576597122315,0,0,0,0,14897.03866631851,13402.098071879202,0,13069.275248628199,12829.258847616085,0,14086.438938775393,13917.331977210173,0,0,0,0,13442.172080681023,0,14887.956604402147,0,16840.314114971734,15786.212728486928,13766.293733758286,14667.05917766337,0,0,13822.029287940783,0,0,14741.242497831123
22602,8662.090416841871,0,0,19630.088898495513,16318.837232997297,18501.505351022468,16398.065217399315,0,17122.071448677445,0,17863.00904869864,0,0,0,0,16564.961587989506,16713.310941439417,0,16694.45799111117,16126.850100812075,0,18566.998182313208,16334.54432988954,0,0,0,0,16323.198136647961,0,18371.06568071218,0,18129.154942328612,19142.240900382818,17577.996166022585,17514.273784322548,0,0,17769.305184356348,0,0,17287.19281422376
22613,4691.981787588766,0,0,9490.090555681629,9286.425180074966,10102.71874706662,9103.541483418916,0,9158.522998711196,0,8925.776518216944,0,0,0,0,9931.424521063362,8934.790894091868,0,8712.907550560116,8552.895562683725,0,9391.021143505472,9278.282426610782,0,0,0,0,8961.507075917425,0,9925.369773241438,0,11226.950019400843,10524.211133377046,9177.589601128097,9778.103852161874,0,0,9214.746881974432,0,0,9827.559724665827
22620,8452.869567510463,0,0,19155.95117028514,15924.678222679147,18054.62700212828,16001.99256437026,0,16708.511423508444,0,17431.552697525403,0,0,0,0,16164.857783272479,16309.623962657823,0,16291.22637934727,15737.32827492904,0,18118.537944391264,15940.005936305442,0,0,0,0,15928.933794715655,0,17927.337922183084,0,17691.270204099623,18679.88646784334,17153.423908008648,17091.240652567863,0,0,17340.112120812282,0,0,16869.644510165956
22621,8858.0287807178,0,0,20074.125766782163,16687.97287046122,18920.013414696412,16768.993009053494,0,17509.376418306685,0,18267.074187536007,0,0,0,0,16939.664611743166,17091.36965974234,0,17072.09025158882,16491.642947707518,0,18986.987708035125,16704.03526529175,0,0,0,0,16692.432418698267,0,18786.623170753763,0,18539.240359001993,19575.242541146952,17975.614251639796,17910.450455845486,0,0,18171.25072145964,0,0,17678.232864953417
22624,25111.84676606217,0,0,53850.89573934368,49041.362662438114,66342.18321771988,60539.985097817014,0,52016.952879410965,0,39838.80296923976,0,0,0,0,46772.7213302472,43893.44969212187,0,42467.912248744506,43106.71342026988,0,55456.17775425714,51982.26289945864,0,0,0,0,42610.22320265349,0,53023.24410071287,0,44527.16499832946,59248.9985596363,40831.56190456811,39250.34826113854,0,0,64020.15341821763,0,0,36387.77362887584
22642,8858.0287807178,0,0,20074.125766782163,16687.97287046122,18920.013414696412,16768.993009053494,0,17509.376418306685,0,18267.074187536007,0,0,0,0,16939.664611743166,17091.36965974234,0,17072.09025158882,16491.642947707518,0,18986.987708035125,16704.03526529175,0,0,0,0,16692.432418698267,0,18786.623170753763,0,18539.240359001993,19575.242541146952,17975.614251639796,17910.450455845486,0,0,18171.25072145964,0,0,17678.232864953417
22646,9109.716137855281,0,0,22085.695772007224,16215.185307352185,18732.889916127522,17884.841366256547,0,15562.94355276037,0,17759.214419815788,0,0,0,0,17117.652210050437,18188.569273242163,0,15996.747889871152,15750.90666120342,0,20641.26200634247,15704.605126757775,0,0,0,0,19369.93617527485,0,18138.08868489573,0,20910.449491127878,16808.62454045249,16885.45170736444,16150.060644402589,0,0,21019.334347857173,0,0,17735.949121344514
22655,4360.824925818634,0,0,9497.68674274499,8949.68232795157,8984.792173032663,8892.860111377058,0,8889.776336050743,0,9364.724167346363,0,0,0,0,8700.829103249129,8812.114625985261,0,7647.910009548573,8705.79665685855,0,8360.951118585353,8111.816737316394,0,0,0,0,8372.05736308687,0,9634.00848116703,0,9004.478738201917,10423.134826990081,8639.376327440385,8860.815330258156,0,0,8977.160737756127,0,0,8313.61761122443
22657,9432.056358155443,0,0,17396.721662090586,23062.255335553928,22539.611786142214,22288.51897970831,0,18325.062228654508,0,17706.941049032233,0,0,0,0,20643.625708726395,19563.65134456711,0,14428.859698448015,18624.038899939853,0,18073.48496713262,20508.317922722636,0,0,0,0,17953.0629253466,0,23252.43813995919,0,25684.26617502319,16437.843385406657,21303.958421180923,17364.297054883697,0,0,18584.29464979435,0,0,18580.93335038145
22659,32757.43088500095,0,0,93162.6481703117,53236.70715305829,54090.80571007369,91736.66034545357,0,96203.05754208971,0,57205.723935635186,0,0,0,0,56114.52667943394,67569.68843629294,0,54420.88227927112,68345.74151057919,0,51638.74948610323,59480.17845276724,0,0,0,0,78502.28753776358,0,85790.98438446039,0,60132.69849201457,89461.99655838414,63088.667466629,60537.324163467776,0,0,79777.15404552425,0,0,50603.1320484781
22668,8858.0287807178,0,0,20074.125766782163,16687.97287046122,18920.013414696412,16768.993009053494,0,17509.376418306685,0,18267.074187536007,0,0,0,0,16939.664611743166,17091.36965974234,0,17072.09025158882,16491.642947707518,0,18986.987708035125,16704.03526529175,0,0,0,0,16692.432418698267,0,18786.623170753763,0,18539.240359001993,19575.242541146952,17975.614251639796,17910.450455845486,0,0,18171.25072145964,0,0,17678.232864953417
22676,7037.926328003571,0,0,14235.042078305634,13929.546026961949,15153.978313060588,13655.222288736251,0,13737.694018497146,0,13388.576597122315,0,0,0,0,14897.03866631851,13402.098071879202,0,13069.275248628199,12829.258847616085,0,14086.438938775393,13917.331977210173,0,0,0,0,13442.172080681023,0,14887.956604402147,0,16840.314114971734,15786.212728486928,13766.293733758286,14667.05917766337,0,0,13822.029287940783,0,0,14741.242497831123
22683,6530.458501031182,0,0,14683.425840497772,13500.645470601425,11639.111449352295,16358.16600681316,0,11853.838923185162,0,11644.197943568954,0,0,0,0,15155.119319382162,11837.49424743511,0,12353.755106784838,11588.362168511592,0,13311.443611390127,11777.120951188597,0,0,0,0,11950.568768285848,0,11852.819694756385,0,14475.503285745053,17426.779379374504,13493.819303187378,12991.174744855714,0,0,12794.201129943285,0,0,11780.503231483408
22693,8899.626959273239,0,0,20307.618046654734,16442.61475655132,19643.974879371126,15653.384045007957,0,16844.185745168325,0,16614.000451705622,0,0,0,0,21633.821220029444,16908.31513350708,0,17950.19105500013,14623.469345576717,0,17789.354290252693,16716.75226503232,0,0,0,0,16645.23471125864,0,18364.590538437365,0,17226.9766180249,17878.01437613418,20323.297701184532,16140.768479623168,0,0,20324.843118602224,0,0,19293.583226595547
22698,8662.090416841871,0,0,19630.088898495513,16318.837232997297,18501.505351022468,16398.065217399315,0,17122.071448677445,0,17863.00904869864,0,0,0,0,16564.961587989506,16713.310941439417,0,16694.45799111117,16126.850100812075,0,18566.998182313208,16334.54432988954,0,0,0,0,16323.198136647961,0,18371.06568071218,0,18129.154942328612,19142.240900382818,17577.996166022585,17514.273784322548,0,0,17769.305184356348,0,0,17287.19281422376
22700,12686.943950743356,0,0,28751.23966832502,23901.409862196317,27098.258052861587,24017.451250483427,0,25077.86808223979,0,26163.083469069537,0,0,0,0,24261.89627441706,24479.17638138623,0,24451.563378911043,23620.215615994268,0,27194.18222817907,23924.41528563468,0,0,0,0,23907.797066384705,0,26907.209390640008,0,26552.89445841672,28036.71235324363,25745.638915417632,25652.307831795537,0,0,26025.839961132067,0,0,25319.713342326566
22702,8825.432393652707,0,0,19221.40734151399,18112.356646644675,18183.411910129405,17997.35991108055,0,17991.11897017544,0,18952.31783665472,0,0,0,0,17608.72778102552,17833.947292014178,0,15477.831348466736,17618.78111022069,0,16920.88311246708,16416.68524251682,0,0,0,0,16943.359917122816,0,19497.295116578265,0,18223.253557735094,21094.328093957934,17484.35972508927,17932.507720464066,0,0,18167.967420326382,0,0,16825.089615531433
22707,7680.7760549501645,0,0,14989.78136925067,13541.36382228676,16550.362630752526,16212.002789235396,0,13841.106996060607,0,18388.963576558464,0,0,0,0,15445.772269502368,16108.556953342768,0,15585.155553702805,12456.848154756515,0,14368.713223239953,13150.115986719946,0,0,0,0,13719.335011701725,0,16787.631654186778,0,17619.87194437767,12684.230664440125,18853.240209951313,18412.63112002178,0,0,14396.897731003353,0,0,17947.65479026526
22719,8858.0287807178,0,0,20074.125766782163,16687.97287046122,18920.013414696412,16768.993009053494,0,17509.376418306685,0,18267.074187536007,0,0,0,0,16939.664611743166,17091.36965974234,0,17072.09025158882,16491.642947707518,0,18986.987708035125,16704.03526529175,0,0,0,0,16692.432418698267,0,18786.623170753763,0,18539.240359001993,19575.242541146952,17975.614251639796,17910.450455845486,0,0,18171.25072145964,0,0,17678.232864953417
22725,8662.090416841871,0,0,19630.088898495513,16318.837232997297,18501.505351022468,16398.065217399315,0,17122.071448677445,0,17863.00904869864,0,0,0,0,16564.961587989506,16713.310941439417,0,16694.45799111117,16126.850100812075,0,18566.998182313208,16334.54432988954,0,0,0,0,16323.198136647961,0,18371.06568071218,0,18129.154942328612,19142.240900382818,17577.996166022585,17514.273784322548,0,0,17769.305184356348,0,0,17287.19281422376
22726,5776.768575285663,0,0,15347.363982829145,9602.973738347202,15225.609677796117,9787.525787055381,0,11960.95912956518,0,9420.69692628974,0,0,0,0,14528.26982323028,8867.610899148107,0,12139.459064245648,9675.13980323888,0,11350.817055039663,11553.876422520692,0,0,0,0,9800.784784348949,0,11600.992517516606,0,9688.317342635532,14715.442536656356,14944.020911236017,10128.465974686273,0,0,10841.635178488266,0,0,12853.454859393465
22728,7037.926328003571,0,0,14235.042078305634,13929.546026961949,15153.978313060588,13655.222288736251,0,13737.694018497146,0,13388.576597122315,0,0,0,0,14897.03866631851,13402.098071879202,0,13069.275248628199,12829.258847616085,0,14086.438938775393,13917.331977210173,0,0,0,0,13442.172080681023,0,14887.956604402147,0,16840.314114971734,15786.212728486928,13766.293733758286,14667.05917766337,0,0,13822.029287940783,0,0,14741.242497831123
22748,8973.92722325242,0,0,19538.015413628455,20070.005957242,24117.924203229148,17928.4179570736,0,18644.55991851315,0,18056.51938396064,0,0,0,0,22475.741059079966,14897.22634805788,0,17414.502110528116,16286.502351449231,0,16443.510212109726,16782.8968671763,0,0,0,0,14747.74858501125,0,17836.63805104386,0,17210.52383502689,26093.883473476697,21038.268513536885,16361.638675024491,0,0,20041.290035719638,0,0,16755.636892437127
22758,8973.92722325242,0,0,19538.015413628455,20070.005957242,24117.924203229148,17928.4179570736,0,18644.55991851315,0,18056.51938396064,0,0,0,0,22475.741059079966,14897.22634805788,0,17414.502110528116,16286.502351449231,0,16443.510212109726,16782.8968671763,0,0,0,0,14747.74858501125,0,17836.63805104386,0,17210.52383502689,26093.883473476697,21038.268513536885,16361.638675024491,0,0,20041.290035719638,0,0,16755.636892437127
22760,8858.0287807178,0,0,20074.125766782163,16687.97287046122,18920.013414696412,16768.993009053494,0,17509.376418306685,0,18267.074187536007,0,0,0,0,16939.664611743166,17091.36965974234,0,17072.09025158882,16491.642947707518,0,18986.987708035125,16704.03526529175,0,0,0,0,16692.432418698267,0,18786.623170753763,0,18539.240359001993,19575.242541146952,17975.614251639796,17910.450455845486,0,0,18171.25072145964,0,0,17678.232864953417
22761,9105.23445874867,0,0,17125.78179369021,17847.26021453998,18715.82108400215,15438.864320967346,0,17152.64133050077,0,22696.41473468077,0,0,0,0,22805.30783614612,17477.3127749248,0,20638.940981671534,20852.804528241373,0,17156.109187964543,21371.936170668905,0,0,0,0,19824.4812433908,0,15719.555826259328,0,21563.018442195833,22036.18518817313,19915.63062588327,19423.361568171902,0,0,16044.185408637986,0,0,17864.868704246495
22763,10388.130144836812,0,0,22624.894976723852,21319.46738500495,21403.104230388966,21184.10845844054,0,21176.762449377544,0,22308.158450692754,0,0,0,0,20726.662186643087,20991.760766174368,0,18218.453129089212,20738.49563427603,0,19917.02254320123,19323.547588301615,0,0,0,0,19943.479260740853,0,22949.63352605525,0,21450.000541192963,24829.449230784667,20580.27258290478,21107.773048881885,0,0,21384.925022511303,0,0,19804.267125810897
22768,6487.254276530405,0,0,10933.302409460317,12055.988764781127,12908.078547784628,12818.259348674525,0,12278.869355589131,0,11786.002840926432,0,0,0,0,14022.692992130264,11989.175133485889,0,12579.927929605748,12317.8497756496,0,13256.41515894764,11308.283354890153,0,0,0,0,10647.835737409969,0,10258.780116407712,0,13672.572613486835,15481.202405816586,12376.011190776875,11985.929066468718,0,0,13348.481706495279,0,0,11187.80396232988
22770,16421.889903181094,0,0,33215.22318966888,32502.39638711187,35359.415807193815,31862.305255574083,0,32054.740015919517,0,31240.12963355621,0,0,0,0,34759.88770844522,31271.679860062937,0,30495.090349748425,29935.04997298352,0,32868.48122578631,32473.896830431746,0,0,0,0,31365.186232515854,0,34738.696150885,0,39294.214153773384,36834.634995241024,32121.47293601447,34223.2668819871,0,0,32251.523051889635,0,0,34396.36194716276
22771,7037.926328003571,0,0,14235.042078305634,13929.546026961949,15153.978313060588,13655.222288736251,0,13737.694018497146,0,13388.576597122315,0,0,0,0,14897.03866631851,13402.098071879202,0,13069.275248628199,12829.258847616085,0,14086.438938775393,13917.331977210173,0,0,0,0,13442.172080681023,0,14887.956604402147,0,16840.314114971734,15786.212728486928,13766.293733758286,14667.05917766337,0,0,13822.029287940783,0,0,14741.242497831123
22775,4691.981787588766,0,0,9490.090555681629,9286.425180074966,10102.71874706662,9103.541483418916,0,9158.522998711196,0,8925.776518216944,0,0,0,0,9931.424521063362,8934.790894091868,0,8712.907550560116,8552.895562683725,0,9391.021143505472,9278.282426610782,0,0,0,0,8961.507075917425,0,9925.369773241438,0,11226.950019400843,10524.211133377046,9177.589601128097,9778.103852161874,0,0,9214.746881974432,0,0,9827.559724665827
